Машины марк;Үнэ;Моторын багтаамж;Хурдны хайрцаг;Хүрд;Төрөл;Өнгө;Үйлдвэрлэсэн он;Орж ирсэн он;Хөдөлгүүр;Дотор өнгө;Лизинг;Хаяг;Хөтлөгч;Явсан;Нөхцөл;Хаалга
Toyota Prius 30, 2011/2022;21.9 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хөх;2011;2022;Хайбрид;Цагаан шар;Лизинггүй;УБ;Урдаа FWD;20 км.;Дугаар авсан;5
Toyota Land Cruiser Prado, 2013/2023;108 сая ₮;4.0 л;Автомат;Буруу;Жийп;Цагаан;2013;2023;Бензин;Шаргал;Лизинггүй;хотын төвд;Бүх дугуй 4WD;100000 км.;Дугаар авсан;5
Toyota Crown, 2014/2021;50 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2014;2021;Бензин;Хар;Банкны лизингтэй;натур;Урдаа FWD;80000 км.;Дугаар авсан;5
Hummer H-2, 2004/2010;40 сая ₮;6.0 л;Автомат;Зөв;Жийп;Боронзон;2004;2010;Бензин;Шаргал;Лизинггүй;УБ;Бүх дугуй 4WD;180 км.;Дугаар авсан;4
Toyota Land Cruiser 200, 2014/2014;135 сая ₮;4.0 л;Автомат;Зөв;Жийп;Шар;2014;2014;Бензин;Саарал;Лизинггүй;Hunnu 2222;Бүх дугуй 4WD;145000 км.;Дугаар авсан;5
Toyota Prius 30, 2012/2023;28.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2012;2023;Хайбрид;Саарал;Лизинггүй;Гааль;Урдаа FWD;181000 км.;Дугаар аваагүй;5
Toyota Aqua, 2016/2022;15.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цайвар цэнхэр;2016;2022;Хайбрид;Саарал;Лизинггүй;СБДүүрэг;Урдаа FWD;100000 км.;Дугаар авсан;5
Toyota Prius 30, 2011/2023;30 сая ₮;2.5 л;Автомат;Зөв;Суудлын тэрэг;Цагаан;2011;2023;Бензин;Хар;ББСБ лизингтэй;яармаг;Урдаа FWD;100000 км.;Дугаар аваагүй;5
Nissan Patrol, 2023/2023;308 сая ₮;5.6 л;Автомат;Зөв;Жийп;Хар;2023;2023;Бензин;Бор;Лизинггүй;Khan uul;Бүх дугуй 4WD;80 км.;Шинэ;5
Subaru Forester, 2010/2020;21 сая ₮;2.0 л;Механик;Буруу;Жийп;Хар;2010;2020;Бензин;Хар;Лизинггүй;Баянгол;Бүх дугуй 4WD;1111111 км.;Дугаар авсан;5
Toyota Prius 30, 2015/2023;26.8 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цэнхэр;2015;2023;Бензин;Хар;Лизинггүй;Darhan;Урдаа FWD;90000 км.;Дугаар авсан;5
Toyota Prius 20, 2008/2019;15 сая ₮;1.4 л;Автомат;Буруу;Суудлын тэрэг;Хар;2008;2019;Хайбрид;Хар;Лизинггүй;Ysyhd;Урдаа FWD;180 км.;Дугаар авсан;4
Toyota Prius 40, 41, 2012/2020;23.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2020;Бензин;Хар;Лизинггүй;Баянхошуу;Урдаа FWD;170 км.;Дугаар авсан;5
Toyota Crown, 2013/2023;44 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2013;2023;Хайбрид;Цагаан шар;Лизинггүй;Улаанбаатар;Хойноо RWD;190000 км.;Дугаар авсан;4
Toyota Crown, 2013/2023;51 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2013;2023;Хайбрид;Хар;ББСБ лизингтэй;Da huree;Хойноо RWD;130000 км.;Дугаар аваагүй;5
Lexus HS, 2010/2017;22.5 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2010;2017;Хайбрид;Бусад;Лизинггүй;UB;Урдаа FWD;210000 км.;Дугаар авсан;4
Toyota Prius 20, 2006/2017;11.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Хөх;2006;2017;Хайбрид;Саарал;Лизинггүй;БЗД;Урдаа FWD;11800 км.;Дугаар авсан;5
Toyota Prius 30, 2012/2023;27 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2012;2023;Бензин;Цагаан шар;ББСБ лизингтэй;10 xopoolol;Урдаа FWD;190000 км.;Дугаар авсан;5
Toyota Vellfire, 2012/2020;34 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Цагаан;2012;2020;Бензин;Хар;Лизинггүй;ХУД, 120 мянгат;Урдаа FWD;211000 км.;Дугаар авсан;5
Subaru Legacy, 2012/2022;19 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2012;2022;Бензин;Хар;Лизинггүй;ub bayangol duureg;Бүх дугуй 4WD;206000 км.;Дугаар авсан;4
Toyota Prius 30, 2009/2023;23 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2009;2023;Хайбрид;Саарал;Лизинггүй;cxd;Урдаа FWD;95000 км.;Дугаар аваагүй;5
Toyota Prius 30, 2012/2022;26.3 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2022;Бензин;Хар;Лизинггүй;Khan uul;Урдаа FWD;163000 км.;Дугаар авсан;5
Toyota Aqua, 2015/2023;20 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2015;2023;Хайбрид;Саарал;Лизинггүй;horoolol;Урдаа FWD;1 км.;Дугаар авсан;5
Lexus RX, 2009/2019;42 сая ₮;3.5 л;Автомат;Буруу;Жийп;Ягаан;2009;2019;Хайбрид;Хар;Лизинггүй;Улаанбаатар;Урдаа FWD;200000 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2012/2022;27 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Улаан;2012;2022;Хайбрид;Шаргал;Лизинггүй;4р хороолол;Урдаа FWD;200 км.;Дугаар авсан;5
Toyota Land Cruiser Prado, 2014/2023;140 сая ₮;4.0 л;Автомат;Буруу;Жийп;Цагаан;2014;2023;Бензин;Шаргал;Лизинггүй;БЗД;Бүх дугуй 4WD;43000 км.;Дугаар авсан;5
Toyota Fielder, 2010/2019;16.8 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2010;2019;Бензин;Хар;Лизинггүй;Улаанбаатар хот;Урдаа FWD;190000 км.;Дугаар авсан;4
Toyota Harrier, 2005/2022;45 сая ₮;3.3 л;Автомат;Буруу;Жийп;Сувдан цагаан;2005;2022;Хайбрид;Цагаан шар;Лизинггүй;Хөвсгөл Мөрөн;Бүх дугуй 4WD;120000 км.;Дугаар авсан;5
Toyota Sai, 2010/2022;26 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2010;2022;Хайбрид;Бор;Лизинггүй;амгалан;Урдаа FWD;150000 км.;Дугаар авсан;5
Toyota Land Cruiser Prado, 2018/2020;130 сая ₮;2.7 л;Автомат;Буруу;Жийп;Сувдан цагаан;2018;2020;Бензин;Цагаан шар;ББСБ лизингтэй;22 авто худалдаа;Бүх дугуй 4WD;51000 км.;Дугаар авсан;5
Toyota Auris, 2007/2016;12 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Улаан;2007;2016;Бензин;Хар;Лизинггүй;Hanbogd horoolol;Урдаа FWD;133000 км.;Дугаар авсан;5
Nissan Patrol, 2016/2016;135 сая ₮;5.7 л;Автомат;Зөв;Жийп;Хар саарал;2016;2016;Бензин;Бор;Хувь лизингтэй;zaisan;Бүх дугуй 4WD;100000 км.;Дугаар авсан;5
Toyota Sai, 2014/2022;32.5 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2014;2022;Бензин;Хар;ББСБ лизингтэй;Хүүхдийн 100д;Урдаа FWD;196000 км.;Дугаар авсан;4
Mercedes-Benz S-Class, 2015/2023;200 сая ₮;6.0 л;Автомат;Зөв;Суудлын тэрэг;Хар;2015;2023;Бензин;Хар;Банкны лизингтэй;uran gan;Хойноо RWD;150000 км.;Дугаар аваагүй;4
Lexus RX, 2009/2023;57 сая ₮;3.3 л;Автомат;Буруу;Жийп;Хар;2009;2023;Хайбрид;Хар;Лизинггүй;Улаанбаатар 3-р хороолол;Бүх дугуй 4WD;200000 км.;Дугаар авсан;5
Lexus RX, 2009/2023;54.5 сая ₮;3.5 л;Автомат;Буруу;Жийп;Хар;2009;2023;Хайбрид;Хар;Лизинггүй;Bumbuguriin urd;Бүх дугуй 4WD;162000 км.;Дугаар авсан;5
BMW X6, 2012/2012;48 сая ₮;3.0 л;Автомат;Зөв;Жийп;Хүрэн;2012;2012;Бензин;Шаргал;ББСБ лизингтэй;nan;Бүх дугуй 4WD;140000 км.;Дугаар авсан;5
Toyota Harrier, 2006/2018;28.3 сая ₮;3.3 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2006;2018;Хайбрид;Хар;Лизинггүй;ХААИС;Бүх дугуй 4WD;170000 км.;Дугаар авсан;5
Nissan NV200, 2013/2021;12.5 сая ₮;1.6 л;Автомат;Буруу;Гэр бүлийн;Хар саарал;2013;2021;Бензин;Саарал;ББСБ лизингтэй;БЗДүүрэг;Урдаа FWD;168000 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2011/2021;34.9 сая ₮;1.8 л;Автомат;Зөв;Суудлын тэрэг;Цагаан;2011;2021;Хайбрид;Саарал;Лизинггүй;nan;Урдаа FWD;180000 км.;Дугаар авсан;5
Toyota Harrier, 2001/2011;11 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2001;2011;Бензин;Саарал;Лизинггүй;баянбүрд;Урдаа FWD;200 км.;Дугаар авсан;5
Toyota Mark, 2004/2014;4 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2004;2014;Бензин;Саарал;Лизинггүй;Баянзүрх дүүрэг;Бүх дугуй 4WD;150000 км.;Дугаар авсан;5
Toyota Harrier, 2008/2021;45.5 сая ₮;3.3 л;Автомат;Буруу;Жийп;Сувдан цагаан;2008;2021;Хайбрид;Хар;Лизинггүй;100 айл;Бүх дугуй 4WD;130000 км.;Дугаар авсан;5
Toyota Hiace, 2010/2019;26 сая ₮;3.0 л;Автомат;Буруу;Гэр бүлийн;Хар саарал;2010;2019;Дизель;Саарал;Лизинггүй;ХУД 10р хороо;Бүх дугуй 4WD;172800 км.;Дугаар авсан;5
Renault Бусад, 2018/2019;45 сая ₮;2.0 л;Автомат;Зөв;Жийп;Сувдан цагаан;2018;2019;Бензин;Хар;Лизинггүй;Уб хот;Бүх дугуй 4WD;40000 км.;Дугаар авсан;5
Toyota Crown, 2004/2013;9.5 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2004;2013;Бензин;Саарал;Хувь лизингтэй;улаанбаатар их дэлгүүр;Урдаа FWD;200000 км.;Дугаар авсан;4
Toyota Vellfire, 2011/2023;40 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Хар;2011;2023;Бензин;Хар;Лизинггүй;BZD 16;Бүх дугуй 4WD;203000 км.;Дугаар аваагүй;5
Lexus RX, 2013/2022;80 сая ₮;3.5 л;Автомат;Зөв;Жийп;Бусад;2013;2022;Хайбрид;Бусад;ББСБ лизингтэй;Han uul;Бүх дугуй 4WD;105 км.;Дугаар авсан;4
Subaru SVX, 2013/2022;20 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2013;2022;Бензин;Хар;Лизинггүй;Чингэлтэй дүүрэг;Бүх дугуй 4WD;200000 км.;Дугаар авсан;5
Toyota Land Cruiser 200, 2019/2019;180 сая ₮;4.0 л;Автомат;Зөв;Жийп;Хар саарал;2019;2019;Бензин;Шаргал;Банкны лизингтэй;nan;Бүх дугуй 4WD;60000 км.;Дугаар авсан;5
Mitsubishi Outlander, 2010/2019;23 сая ₮;2.4 л;Автомат;Буруу;Жийп;Хар;2010;2019;Бензин;Хар;Лизинггүй;Модны 2;Бүх дугуй 4WD;170000 км.;Дугаар авсан;5
Toyota Alphard, 2005/2019;20.5 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Сувдан цагаан;2005;2019;Бензин;Цагаан шар;Лизинггүй;1;Бүх дугуй 4WD;3 км.;Дугаар авсан;4
Mitsubishi Pajero, 1994/2001;5.5 сая ₮;2.5 л;Механик;Буруу;Жийп;Хөх;1994;2001;Дизель;Хар;Лизинггүй;nan;Урдаа FWD;1000000 км.;Дугаар авсан;4
Honda CR-V, 2003/2012;7 сая ₮;2.0 л;Автомат;Буруу;Жийп;Цагаан;2003;2012;Бензин;Бусад;Лизинггүй;Ulaanbaatar;Урдаа FWD;160 км.;Дугаар авсан;5
Lexus RX, 2017/2022;128 сая ₮;3.5 л;Автомат;Зөв;Жийп;Бор;2017;2022;Бензин;Хар;Банкны лизингтэй;ХУД;Бүх дугуй 4WD;61000 км.;Дугаар авсан;5
Toyota Aqua, 2012/2022;14.5 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Цэнхэр;2012;2022;Бензин;Бусад;Лизинггүй;nan;Урдаа FWD;11 км.;Дугаар авсан;4
Toyota Crown, 2005/2015;12.5 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2005;2015;Бензин;Хар;Лизинггүй;Дархан;Бүх дугуй 4WD;210000 км.;Дугаар авсан;5
Toyota Prius 30, 2010/2020;18.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2010;2020;Хайбрид;Саарал;Лизинггүй;улаанбаатар;Урдаа FWD;0 км.;Дугаар авсан;5
Toyota Harrier, 2010/2016;31 сая ₮;3.3 л;Автомат;Буруу;Жийп;Сувдан цагаан;2010;2016;Хайбрид;Хар;Лизинггүй;nan;Бүх дугуй 4WD;160000 км.;Дугаар авсан;4
Toyota Prius 40, 41, 2012/2023;32 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2023;Хайбрид;Саарал;ББСБ лизингтэй;da hvree zah;Урдаа FWD;201000 км.;Дугаар аваагүй;4
Toyota Hiace, 2010/2022;34 сая ₮;2.8 л;Автомат;Буруу;Жийп;Цайвар цэнхэр;2010;2022;Дизель;Саарал;Банкны лизингтэй;Ulaanbaatar BZD 26-r horoo;Бүх дугуй 4WD;147000 км.;Дугаар авсан;3
Toyota Prius 30, 2012/2022;23 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2012;2022;Хайбрид;Хар;Лизинггүй;Хан-Уул Ханбогд;Урдаа FWD;172429 км.;Дугаар авсан;5
Lexus RX, 2016/2020;110 сая ₮;3.5 л;Автомат;Зөв;Жийп;Хөх;2016;2020;Бензин;Бусад;Лизинггүй;nan;Бүх дугуй 4WD;60000 км.;Дугаар авсан;5
Toyota Crown, 2017/2022;65 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2017;2022;Хайбрид;Бусад;Лизинггүй;Улаанбаатар, ХУД;Бүх дугуй 4WD;1 км.;Дугаар авсан;4
Nissan X-Trail, 2010/2010;17 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Улаан;2010;2010;Дизель;Саарал;Лизинггүй;УБ Чингэлтэй дүүрэг 12-р хороо булаг 5 368;Хойноо RWD;200000 км.;Дугаар авсан;5
Jeep Wrangler, 2021/2022;160 сая ₮;2.0 л;Автомат;Зөв;Жийп;Хар;2021;2022;Бензин;Саарал;Лизинггүй;Hh;Бүх дугуй 4WD;30000 км.;Дугаар авсан;5
Toyota Aqua, 2012/2021;14 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Хар саарал;2012;2021;Бензин;Саарал;Лизинггүй;nan;Урдаа FWD;3000000 км.;Дугаар авсан;5
Mitsubishi Outlander, 2007/2016;12 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2007;2016;Бензин;Саарал;Лизинггүй;Улаанбаатар;Бүх дугуй 4WD;220000 км.;Дугаар авсан;5
Toyota Vellfire, 2012/2019;35 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Цагаан;2012;2019;Бензин;Цагаан шар;Банкны лизингтэй;Эрдэнэт;Бүх дугуй 4WD;180 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2012/2019;22.5 сая ₮;2.0 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2012;2019;Бензин;Хар;Лизинггүй;ulaanbaatar;Урдаа FWD;10 км.;Дугаар авсан;4
Toyota Prius 30, 2011/2015;13.5 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2011;2015;Бензин;Бусад;Лизинггүй;уб;Урдаа FWD;210000 км.;Дугаар авсан;4
Changan Бусад, 2023/2023;85 сая ₮;2.0 л;Автомат;Зөв;Жийп;Саарал;2023;2023;Бензин;Саарал;Лизинггүй;Bzd 26r horoo;Урдаа FWD;3000 км.;Дугаар авсан;4
Lexus HS, 2011/2023;32.5 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Хар;2011;2023;Хайбрид;Саарал;Лизинггүй;chd;Урдаа FWD;152000 км.;Дугаар авсан;5
Toyota Harrier, 2005/2021;36 сая ₮;3.3 л;Автомат;Буруу;Жийп;Хар;2005;2021;Хайбрид;Хар;Лизинггүй;niseh;Бүх дугуй 4WD;170000 км.;Дугаар авсан;5
Toyota Harrier, 2005/2023;42 сая ₮;3.3 л;Автомат;Буруу;Жийп;Бусад;2005;2023;Хайбрид;Бусад;Лизинггүй;Улаанбаатар;Урдаа FWD;118000 км.;Дугаар авсан;4
Lexus RX, 2013/2019;65 сая ₮;3.5 л;Автомат;Зөв;Жийп;Хар саарал;2013;2019;Бензин;Цагаан шар;Лизинггүй;Nukht;Бүх дугуй 4WD;60000 км.;Дугаар авсан;5
Nissan March, 1999/2015;1.5 сая ₮;1.5 л;Механик;Буруу;Суудлын тэрэг;Цагаан;1999;2015;Бензин;Цагаан шар;Лизинггүй;Амгалан Батоник;Урдаа FWD;100000 км.;Дугаар авсан;5
Toyota Sprinter, 1998/2007;4 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;1998;2007;Бензин;Саарал;Лизинггүй;схд;Урдаа FWD;11111 км.;Дугаар авсан;4
Toyota Prius 30, 2012/2020;22 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хар;2012;2020;Хайбрид;Хар;Лизинггүй;Ub;Урдаа FWD;2400000 км.;Дугаар авсан;5
Subaru Бусад, 2010/2019;20.5 сая ₮;2.0 л;Автомат;Буруу;Жийп;Хар;2010;2019;Бензин;Хар;Лизинггүй;Сүхбаатар дүүрэг Цэцэг төв;Бүх дугуй 4WD;230000 км.;Дугаар авсан;5
Hyundai Starex, 2007/2016;13 сая ₮;2.0 л;Механик;Зөв;Гэр бүлийн;Хар;2007;2016;Дизель;Саарал;Лизинггүй;Уб;Хойноо RWD;20000 км.;Дугаар авсан;4
Автомашин зарна Орос, 2010/2012;13 сая ₮;2.4 л;Механик;Зөв;Гэр бүлийн;Цагаан;2010;2012;Бензин;Саарал;Лизинггүй;12 хороолол;Бүх дугуй 4WD;1200000 км.;Дугаар авсан;4
Subaru Forester, 2004/2014;16 сая ₮;2.5 л;Механик;Буруу;Суудлын тэрэг;Цэнхэр;2004;2014;Бензин;Хар;ББСБ лизингтэй;Улаанбаатар;Бүх дугуй 4WD;11 км.;Дугаар авсан;5
BMW Z-сери, 2010/2010;55 сая ₮;3.0 л;Автомат;Зөв;Суудлын тэрэг;Цайвар цэнхэр;2010;2010;Бензин;Хар;Лизинггүй;nan;Бүх дугуй 4WD;60000 км.;Дугаар авсан;2
Toyota Alphard, 2014/2022;44 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Бусад;2014;2022;Бензин;Шаргал;Лизинггүй;nan;Бүх дугуй 4WD;125 км.;Дугаар авсан;4
Toyota Prius 30, 2010/2022;22 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2010;2022;Бензин;Саарал;ББСБ лизингтэй;Сансар;Урдаа FWD;180 км.;Дугаар авсан;5
Toyota Kluger, 2001/2010;10 сая ₮;2.4 л;Автомат;Буруу;Жийп;Хар;2001;2010;Бензин;Хар;Лизинггүй;БЗД 31-р хороо;Урдаа FWD;370000 км.;Дугаар авсан;5
Honda Fit, 2010/2017;11 сая ₮;1.3 л;Автомат;Буруу;Суудлын тэрэг;Ногоон;2010;2017;Бензин;Саарал;Лизинггүй;UB;Урдаа FWD;270 км.;Дугаар авсан;5
Toyota Sai, 2013/2018;18 сая ₮;2.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2013;2018;Бензин;Хар;Лизинггүй;Shd 21 horolol;Урдаа FWD;195000 км.;Дугаар авсан;4
Toyota Prius 20, 2004/2019;12.8 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2004;2019;Бензин;Цагаан шар;Лизинггүй;Shd 21 horoolol;Урдаа FWD;1000 км.;Дугаар авсан;3
Toyota Prius 40, 41, 2014/2019;19.5 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2014;2019;Бензин;Хар;Лизинггүй;10 horoolol;Урдаа FWD;210000 км.;Дугаар авсан;5
Toyota Estima, 2002/2013;5.6 сая ₮;2.5 л;Автомат;Буруу;Гэр бүлийн;Саарал;2002;2013;Бензин;Саарал;Лизинггүй;УБ;Бүх дугуй 4WD;2 км.;Дугаар авсан;5
Lexus IS, 2009/2017;35 сая ₮;2.5 л;Автомат;Зөв;Суудлын тэрэг;Цэнхэр;2009;2017;Бензин;Шаргал;Хувь лизингтэй;Худ;Хойноо RWD;100000 км.;Дугаар авсан;2
Toyota Prius 40, 41, 2013/2022;31 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2013;2022;Хайбрид;Хар;Лизинггүй;10r horoolol;Урдаа FWD;150000 км.;Дугаар авсан;5
Lexus GS, 2015/2022;48 сая ₮;3.5 л;Автомат;Буруу;Суудлын тэрэг;Хар;2015;2022;Хайбрид;Хар;Банкны лизингтэй;БГД-н 25-р хороолол Голден парк;Бүх дугуй 4WD;14500 км.;Дугаар авсан;5
Toyota Vellfire, 2013/2023;58 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Цагаан;2013;2023;Хайбрид;Саарал;ББСБ лизингтэй;Улаанбаатар;Бүх дугуй 4WD;108000 км.;Дугаар авсан;5
Toyota Prius 30, 2011/2020;18 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2011;2020;Хайбрид;Саарал;Лизинггүй;Улаанбаатар;Урдаа FWD;153000 км.;Дугаар авсан;5
Toyota Vellfire, 2013/2022;45 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Хар;2013;2022;Хайбрид;Шаргал;Лизинггүй;nan;Урдаа FWD;191000 км.;Дугаар авсан;5
Toyota Land Cruiser 200, 2008/2015;82 сая ₮;4.5 л;Механик;Зөв;Жийп;Цайвар цэнхэр;2008;2015;Дизель;Саарал;Лизинггүй;худ, 19;Бүх дугуй 4WD;160000 км.;Дугаар авсан;5
Nissan X-Trail, 2013/2021;24 сая ₮;2.0 л;Автомат;Буруу;Жийп;Ногоон;2013;2021;Дизель;Хар;Лизинггүй;СХД;Бүх дугуй 4WD;195000 км.;Дугаар авсан;5
Lexus GX, 2004/2012;45 сая ₮;4.7 л;Автомат;Зөв;Жийп;Цагаан;2004;2012;Бензин;Цагаан шар;Лизинггүй;Ih zasag;Бүх дугуй 4WD;200000 км.;Дугаар авсан;5
Toyota Harrier, 2005/2019;33.5 сая ₮;3.3 л;Автомат;Буруу;Жийп;Хар;2005;2019;Хайбрид;Хар;Лизинггүй;Дархан;Бүх дугуй 4WD;220000 км.;Дугаар авсан;5
Toyota Alphard, 2003/2019;18 сая ₮;2.4 л;Автомат;Буруу;Гэр бүлийн;Хар;2003;2019;Хайбрид;Шаргал;Лизинггүй;Bichil;Бүх дугуй 4WD;130000 км.;Дугаар авсан;5
Toyota Prius 50, 2016/2022;30 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Сувдан цагаан;2016;2022;Хайбрид;Хар;ББСБ лизингтэй;nan;Урдаа FWD;230 км.;Дугаар авсан;5
Changan CS, 2022/2022;105 сая ₮;1.9 л;Автомат;Зөв;Жийп;Хар саарал;2022;2022;Бензин;Бусад;Лизинггүй;Баянзүрх дүүрэг;Урдаа FWD;10000 км.;Дугаар авсан;4
Toyota Premio, 2009/2019;20 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Хүрэн;2009;2019;Бензин;Саарал;Лизинггүй;bzd kino uildwer;Урдаа FWD;110000 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2012/2023;29 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цайвар цэнхэр;2012;2023;Хайбрид;Бусад;ББСБ лизингтэй;nan;Урдаа FWD;176000 км.;Дугаар аваагүй;5
Toyota Harrier, 2007/2022;43 сая ₮;3.3 л;Автомат;Буруу;Жийп;Хүрэн;2007;2022;Бензин;Хар;Хувь лизингтэй;УБ Хот;Бүх дугуй 4WD;133 км.;Дугаар авсан;5
Toyota Prius 40, 41, 2011/2019;22 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Саарал;2011;2019;Хайбрид;Саарал;Лизинггүй;БГД 10 хороолол;Урдаа FWD;347000 км.;Дугаар авсан;5
Porsche Cayenne, 2013/2021;70 сая ₮;3.5 л;Автомат;Буруу;Жийп;Сувдан цагаан;2013;2021;Дизель;Хар;Лизинггүй;crystal;Бүх дугуй 4WD;118000 км.;Дугаар авсан;4
Toyota Aqua, 2014/2022;18 сая ₮;1.5 л;Автомат;Буруу;Суудлын тэрэг;Хөх;2014;2022;Хайбрид;Бусад;Лизинггүй;Чд 7буудал;Урдаа FWD;0 км.;Дугаар авсан;5
Mercedes-Benz C-Class, 2012/2015;32 сая ₮;3.5 л;Автомат;Зөв;Суудлын тэрэг;Цагаан;2012;2015;Бензин;Хар;Лизинггүй;nan;Хойноо RWD;70000 км.;Дугаар авсан;4
SsangYong Rexton, 2018/2021;65 сая ₮;2.2 л;Автомат;Зөв;Жийп;Хөх;2018;2021;Дизель;Хар;Лизинггүй;бзп;Бүх дугуй 4WD;100000 км.;Дугаар авсан;4
Toyota Бусад, 2016/2020;40 сая ₮;2.0 л;Механик;Буруу;Суудлын тэрэг;Хөх;2016;2020;Бензин;Хар;Лизинггүй;Ulaanbaatar;Хойноо RWD;50000 км.;Дугаар авсан;2
Toyota Highlander, 2008/2018;40 сая ₮;3.3 л;Автомат;Зөв;Жийп;Сувдан цагаан;2008;2018;Хайбрид;Саарал;Лизинггүй;Улаанбаатар хот, 16-р хороо;Бүх дугуй 4WD;100000 км.;Дугаар авсан;5
Toyota Camry, 2015/2022;31.5 сая ₮;2.4 л;Автомат;Буруу;Суудлын тэрэг;Хар;2015;2022;Бензин;Бор;Банкны лизингтэй;Схд драгон;Урдаа FWD;140000 км.;Дугаар авсан;4
Nissan X-Trail, 2008/2017;17 сая ₮;2.0 л;Автомат;Буруу;Жийп;Саарал;2008;2017;Бензин;Хар;Лизинггүй;3, 4 хороолол;Бүх дугуй 4WD;195000 км.;Дугаар авсан;4
Toyota Prius 20, 2008/2018;12.8 сая ₮;1.8 л;Автомат;Буруу;Суудлын тэрэг;Цагаан;2008;2018;Бензин;Саарал;Лизинггүй;BGD 10r horoolol;Урдаа FWD;243000 км.;Дугаар авсан;5
